date,infected,Recovered,R Number,Susceptible,,
07/03/2022,80166,19166755,1.14,48262015,,
08/03/2022,87784,19208163,1.15,48212989,,
09/03/2022,117547,19246921,1.17,48144468,,
10/03/2022,138633,19295947,1.18,48074356,,
11/03/2022,143644,19364468,1.19,48000824,,
12/03/2022,144044,19434580,1.2,47930312,,
13/03/2022,137544,19508112,1.21,47863280,,
14/03/2022,129108,19578624,1.22,47801204,,
15/03/2022,137815,19645656,1.22,47725465,,
16/03/2022,175574,19707732,1.21,47625630,,
17/03/2022,193545,19783471,1.2,47531920,,
18/03/2022,185464,19883306,1.19,47440166,,
19/03/2022,174606,19977016,1.17,47357314,,
20/03/2022,158139,20068770,1.16,47282027,,
21/03/2022,142705,20151622,1.15,47214609,,
22/03/2022,148470,20226909,1.14,47133557,,
23/03/2022,190340,20294327,1.12,47024269,,
24/03/2022,208383,20375379,1.1,46925174,,
25/03/2022,193278,20484667,1.08,46830991,,
26/03/2022,177084,20583762,1.06,46748090,,
27/03/2022,155334,20677945,1.04,46675657,,
28/03/2022,133891,20760846,1.02,46614199,,
29/03/2022,129795,20833279,1,46545862,,
30/03/2022,161197,20894737,0.97,46453002,,
31/03/2022,172985,20963074,0.95,46372877,,
01/04/2022,153768,21055934,0.93,46299234,,
02/04/2022,128436,21136059,0.91,46244441,,
03/04/2022,102256,21209702,0.89,46196978,,
04/04/2022,85056,21264495,0.87,46159385,,
05/04/2022,79771,21311958,0.85,46117207,,
06/04/2022,95906,21349551,0.83,46063479,,
07/04/2022,102828,21391729,0.82,46014379,,
08/04/2022,93849,21445457,0.81,45969630,,
09/04/2022,83457,21494557,0.8,45930922,,
10/04/2022,71697,21539306,0.79,45897933,,
11/04/2022,60874,21578014,0.78,45870048,,
12/04/2022,58836,21611003,0.77,45839097,,
13/04/2022,68322,21638888,0.76,45801726,,
14/04/2022,71143,21669839,0.76,45767954,,
15/04/2022,65455,21707210,0.76,45736271,,
16/04/2022,58323,21740982,0.77,45709631,,
17/04/2022,48254,21772665,0.78,45688017,,
18/04/2022,41537,21799305,0.79,45668094,,
19/04/2022,40067,21820919,0.81,45647950,,
20/04/2022,45368,21840842,0.81,45622726,,
21/04/2022,50996,21860986,0.8,45596954,,
22/04/2022,47226,21886210,0.79,45575500,,
23/04/2022,39919,21911982,0.78,45557035,,
24/04/2022,34170,21933436,0.76,45541330,,
25/04/2022,28913,21951901,0.75,45528122,,
26/04/2022,27921,21967606,0.74,45513409,,
27/04/2022,31819,21980814,0.74,45496303,,
28/04/2022,31667,21995527,0.74,45481742,,
29/04/2022,27616,22012633,0.74,45468687,,
30/04/2022,24663,22027194,0.74,45457079,,
01/05/2022,21620,22040249,0.74,45447067,,
02/05/2022,18366,22051857,0.75,45438713,,
03/05/2022,17387,22061869,0.77,45429680,,
04/05/2022,20940,22070223,0.79,45417773,,
05/05/2022,25226,22079256,0.79,45404454,,
06/05/2022,24991,22091163,0.8,45392782,,
07/05/2022,21895,22104482,0.81,45382559,,
08/05/2022,19177,22116154,0.81,45373605,,
09/05/2022,16473,22126377,0.82,45366086,,
10/05/2022,16581,22135331,0.82,45357024,,
11/05/2022,19766,22142850,0.83,45346320,,
12/05/2022,20452,22151912,0.85,45336572,,
13/05/2022,18473,22162616,0.86,45327847,,
14/05/2022,16367,22172364,0.87,45320205,,
15/05/2022,14584,22181089,0.88,45313263,,
16/05/2022,13062,22188731,0.88,45307143,,
17/05/2022,14093,22195673,0.89,45299170,,
18/05/2022,17393,22201793,0.91,45289750,,
19/05/2022,17706,22209766,0.92,45281464,,
20/05/2022,15922,22219186,0.94,45273828,,
21/05/2022,14456,22227472,0.95,45267008,,
22/05/2022,12641,22235108,0.96,45261187,,
23/05/2022,10840,22241928,0.97,45256168,,
24/05/2022,11016,22247749,0.97,45250171,,
25/05/2022,13310,22252768,0.99,45242858,,
26/05/2022,13992,22258765,1.01,45236179,,
27/05/2022,12974,22266078,1.02,45229884,,
28/05/2022,12047,22272757,1.04,45224132,,
29/05/2022,11162,22279052,1.06,45218722,,
30/05/2022,10398,22284804,1.07,45213734,,
31/05/2022,10668,22290214,1.1,45208054,,
01/06/2022,12795,22295202,1.13,45200939,,
02/06/2022,14208,22300882,1.16,45193846,,
03/06/2022,14106,22307997,1.21,45186833,,
04/06/2022,13222,22315090,1.28,45180624,,
05/06/2022,12845,22322103,1.34,45173988,,
06/06/2022,14127,22328312,1.4,45166497,,
07/06/2022,17306,22334948,1.4,45156682,,
08/06/2022,21565,22342439,1.39,45144932,,
09/06/2022,23161,22352254,1.39,45133521,,
10/06/2022,23195,22364004,1.38,45121737,,
11/06/2022,23103,22375415,1.38,45110418,,
12/06/2022,22104,22387199,1.37,45099633,,
13/06/2022,20861,22398518,1.37,45089557,,
14/06/2022,22769,22409303,1.36,45076864,,
15/06/2022,27967,22419379,1.36,45061590,,
16/06/2022,30416,22432072,1.35,45046448,,
17/06/2022,29979,22447346,1.34,45031611,,
18/06/2022,29062,22462488,1.33,45017386,,
19/06/2022,28144,22477325,1.33,45003467,,
20/06/2022,27543,22491550,1.32,44989843,,
21/06/2022,30621,22505469,1.3,44972846,,
22/06/2022,36944,22519093,1.28,44952899,,
23/06/2022,40843,22536090,1.27,44932003,,
24/06/2022,41768,22556037,1.26,44911131,,
25/06/2022,40464,22576933,1.24,44891539,,
26/06/2022,37942,22597805,1.22,44873189,,
27/06/2022,35150,22617397,1.21,44856389,,
28/06/2022,37578,22635747,1.17,44835611,,
29/06/2022,45880,22652547,1.13,44810509,,
30/06/2022,50145,22673325,1.11,44785466,,
01/07/2022,49644,22698427,1.08,44760865,,
02/07/2022,48838,22723470,1.05,44736628,,
03/07/2022,47890,22748071,1.01,44712975,,
04/07/2022,45614,22772308,0.97,44691014,,
05/07/2022,49743,22795961,0.96,44663232,,
06/07/2022,61493,22817922,0.95,44629521,,
07/07/2022,65128,22845704,0.94,44598104,,
08/07/2022,61116,22879415,0.94,44568405,,
09/07/2022,56152,22910832,0.94,44541952,,
10/07/2022,51064,22940531,0.94,44517341,,
11/07/2022,45857,22966984,0.94,44496095,,
12/07/2022,46342,22991595,0.95,44470999,,
13/07/2022,54925,23012841,0.96,44441170,,
14/07/2022,56775,23037937,0.98,44414224,,
15/07/2022,50802,23067766,0.99,44390368,,
16/07/2022,44956,23094712,1.01,44369268,,
17/07/2022,39459,23118568,1.03,44350909,,
18/07/2022,33371,23139668,1.05,44335897,,
19/07/2022,32250,23158027,1.07,44318659,,
20/07/2022,35957,23173039,1.1,44299940,,
21/07/2022,35389,23190277,1.09,44283270,,
22/07/2022,32840,23208996,1.07,44267100,,
23/07/2022,30328,23225666,1.06,44252942,,
24/07/2022,26535,23241836,1.05,44240565,,
25/07/2022,22311,23255994,1.05,44230631,,
26/07/2022,21209,23268371,1.05,44219356,,
27/07/2022,24574,23278305,1.04,44206057,,
28/07/2022,25024,23289580,1.04,44194332,,
29/07/2022,22269,23302879,1.03,44183788,,
30/07/2022,19874,23314604,1.03,44174458,,
31/07/2022,17837,23325148,1.02,44165951,,
01/08/2022,15833,23334478,1.02,44158625,,
02/08/2022,15752,23342985,1.02,44150199,,
03/08/2022,18262,23350311,1.02,44140363,,
04/08/2022,19007,23358737,1.02,44131192,,
05/08/2022,17526,23368573,1.02,44122837,,
06/08/2022,15651,23377744,1.02,44115541,,
07/08/2022,13845,23386099,1.03,44108992,,
08/08/2022,11969,23393395,1.04,44103572,,
09/08/2022,11967,23399944,1.05,44097025,,
10/08/2022,14614,23405364,1.05,44088958,,
11/08/2022,15376,23411911,1.04,44081649,,
12/08/2022,14056,23419978,1.04,44074902,,
13/08/2022,12940,23427287,1.04,44068709,,
14/08/2022,11529,23434034,1.05,44063373,,
15/08/2022,9830,23440227,1.05,44058879,,
16/08/2022,9857,23445563,1.06,44053516,,
17/08/2022,11780,23450057,1.06,44047099,,
18/08/2022,11963,23455420,1.04,44041553,,
19/08/2022,10546,23461837,1.04,44036553,,
20/08/2022,9455,23467383,1.04,44032098,,
21/08/2022,8292,23472383,1.05,44028261,,
22/08/2022,7124,23476838,1.05,44024974,,
23/08/2022,7372,23480675,1.06,44020889,,
24/08/2022,9309,23483962,1.07,44015665,,
25/08/2022,10002,23488047,1.13,44010887,,
26/08/2022,9332,23493271,1.12,44006333,,
27/08/2022,8350,23498049,1.1,44002537,,
28/08/2022,7247,23502603,1.08,43999086,,
29/08/2022,6563,23506399,1.07,43995974,,
30/08/2022,6551,23509850,1.06,43992535,,
31/08/2022,8102,23512962,1.04,43987872,,
01/09/2022,9888,23516401,0.97,43982647,,
02/09/2022,9841,23521064,0.93,43978031,,
03/09/2022,8966,23526289,0.9,43973681,,
04/09/2022,8158,23530905,0.87,43969873,,
05/09/2022,7225,23535255,0.84,43966456,,
06/09/2022,7705,23539063,0.8,43962168,,
07/09/2022,9413,23542480,0.77,43957043,,
08/09/2022,9704,23546768,0.77,43952464,,
09/09/2022,8815,23551893,0.77,43948228,,
10/09/2022,7983,23556472,0.76,43944481,,
11/09/2022,7300,23560708,0.76,43940928,,
12/09/2022,6821,23564455,0.75,43937660,,
13/09/2022,7614,23568008,0.74,43933314,,
14/09/2022,9645,23571276,0.73,43928015,,
15/09/2022,10449,23575622,0.74,43922865,,
16/09/2022,10116,23580921,0.75,43917899,,
17/09/2022,9581,23586071,0.76,43913284,,
18/09/2022,8720,23591037,0.76,43909179,,
19/09/2022,7616,23595652,0.76,43905668,,
20/09/2022,7846,23599757,0.77,43901333,,
21/09/2022,10500,23603268,0.77,43895168,,
22/09/2022,13993,23607603,0.78,43887340,,
23/09/2022,15380,23613768,0.79,43879788,,
24/09/2022,14367,23621596,0.8,43872973,,
25/09/2022,13300,23629148,0.81,43866488,,
26/09/2022,12203,23635963,0.81,43860770,,
27/09/2022,12959,23642448,0.82,43853529,,
28/09/2022,15856,23648166,0.82,43844914,,
29/09/2022,16866,23655407,0.83,43836663,,
30/09/2022,16666,23664022,0.84,43828248,,
01/10/2022,16310,23672273,0.85,43820353,,
02/10/2022,15509,23680688,0.86,43812739,,
03/10/2022,14679,23688583,0.87,43805674,,
04/10/2022,16263,23696197,0.88,43796476,,
05/10/2022,20888,23703262,0.89,43784786,,
06/10/2022,22653,23712460,0.9,43773823,,
07/10/2022,21192,23724150,0.91,43763594,,
08/10/2022,19617,23735113,0.91,43754206,,
09/10/2022,18340,23745342,0.92,43745254,,
10/10/2022,16003,23754730,0.93,43738203,,
11/10/2022,15609,23763682,0.94,43729645,,
12/10/2022,19054,23770733,0.95,43719149,,
13/10/2022,19955,23779291,0.96,43709690,,
14/10/2022,18222,23789787,0.97,43700927,,
15/10/2022,16895,23799246,0.98,43692795,,
16/10/2022,16099,23808009,0.99,43684828,,
17/10/2022,14408,23816141,1,43678387,,
18/10/2022,14222,23824108,1.01,43670606,,
19/10/2022,17776,23830549,1.02,43660611,,
20/10/2022,18228,23838330,1.03,43652378,,
21/10/2022,15830,23848325,1.04,43644781,,
22/10/2022,14174,23856558,1.05,43638204,,
23/10/2022,12875,23864155,1.06,43631906,,
24/10/2022,11266,23870732,1.07,43626938,,
25/10/2022,10490,23877030,1.09,43621416,,
26/10/2022,12327,23881998,1.1,43614611,,
27/10/2022,12470,23887520,1.11,43608946,,
28/10/2022,11111,23894325,1.11,43603500,,
29/10/2022,10303,23899990,1.11,43598643,,
30/10/2022,9258,23905436,1.11,43594242,,
31/10/2022,7984,23910293,1.1,43590659,,
01/11/2022,7853,23914694,1.11,43586389,,
02/11/2022,9396,23918277,1.11,43581263,,
03/11/2022,9673,23922547,1.11,43576716,,
04/11/2022,8562,23927673,1.11,43572701,,
05/11/2022,7694,23932220,1.11,43569022,,
06/11/2022,6786,23936235,1.11,43565915,,
07/11/2022,5771,23939914,1.12,43563251,,
08/11/2022,5928,23943021,1.12,43559987,,
09/11/2022,7585,23945685,1.13,43555666,,
10/11/2022,8147,23948949,1.13,43551840,,
11/11/2022,7402,23953270,1.14,43548264,,
12/11/2022,6780,23957096,1.15,43545060,,
13/11/2022,6095,23960672,1.15,43542169,,
14/11/2022,5324,23963876,1.16,43539736,,
15/11/2022,5345,23966767,1.18,43536824,,
16/11/2022,6835,23969200,1.19,43532901,,
17/11/2022,7455,23972112,1.2,43529369,,
18/11/2022,6793,23976035,1.2,43526108,,
19/11/2022,6296,23979567,1.19,43523073,,
20/11/2022,5808,23982828,1.18,43520300,,
21/11/2022,5202,23985863,1.17,43517871,,
22/11/2022,5318,23988636,1.17,43514982,,
23/11/2022,6827,23991065,1.17,43511044,,
24/11/2022,7744,23993954,1.16,43507238,,
25/11/2022,7421,23997892,1.14,43503623,,
26/11/2022,6940,24001698,1.11,43500298,,
27/11/2022,6226,24005313,1.08,43497397,,
28/11/2022,5452,24008638,1.05,43494846,,
29/11/2022,5998,24011539,1.03,43491399,,
30/11/2022,8084,24014090,1.01,43486762,,
01/12/2022,9021,24017537,0.98,43482378,,
02/12/2022,8364,24022174,0.96,43478398,,
03/12/2022,7484,24026558,0.94,43474894,,
04/12/2022,7097,24030538,0.91,43471301,,
05/12/2022,6341,24034042,0.89,43468553,,
06/12/2022,6534,24037635,0.86,43464767,,
07/12/2022,9113,24040383,0.84,43459440,,
08/12/2022,10570,24044169,0.82,43454197,,
09/12/2022,10435,24049496,0.79,43449005,,
10/12/2022,9728,24054739,0.77,43444469,,
11/12/2022,8749,24059931,0.74,43440256,,
12/12/2022,7780,24064467,0.72,43436689,,
13/12/2022,8199,24068680,0.7,43432057,,
14/12/2022,11612,24072247,0.67,43425077,,
15/12/2022,14090,24076879,0.65,43417967,,
16/12/2022,13642,24083859,0.63,43411435,,
17/12/2022,12623,24090969,0.6,43405344,,
18/12/2022,12166,24097501,0.58,43399269,,
19/12/2022,10808,24103592,0.56,43394536,,
20/12/2022,10489,24109667,0.53,43388780,,
21/12/2022,14787,24114400,0.5,43379749,,
22/12/2022,17613,24120156,0.48,43371167,,
23/12/2022,16359,24129187,0.45,43363390,,
24/12/2022,14644,24137769,0.43,43356523,,
25/12/2022,12604,24145546,0.4,43350786,,
26/12/2022,9869,24152413,0.37,43346654,,
27/12/2022,7826,24158150,0.34,43342960,,
28/12/2022,8632,24162282,0.3,43338022,,
29/12/2022,11539,24165976,0.27,43331421,,
30/12/2022,15014,24170914,0.28,43323008,,
31/12/2022,16122,24177515,0.29,43315299,,
01/01/2023,13827,24185928,0.29,43309181,,
02/01/2023,10400,24193637,0.3,43304899,,
03/01/2023,7938,24199755,,43301243,,
04/01/2023,8707,24204037,,43296192,,
05/01/2023,11310,24207693,,43289933,,
06/01/2023,11846,24212744,,43284346,,
07/01/2023,10252,24219003,,43279681,,
08/01/2023,8498,24224590,,43275848,,
09/01/2023,6550,24229255,,43273131,,
10/01/2023,5513,24233088,,43270335,,
11/01/2023,6350,24235805,,43266781,,
12/01/2023,6659,24238601,,43263676,,
13/01/2023,5744,24242155,,43261037,,
14/01/2023,5093,24245260,,43258583,,
15/01/2023,4562,24247899,,43256475,,
16/01/2023,3587,24250353,,43254996,,
17/01/2023,3324,24252461,,43253151,,
18/01/2023,4399,24253940,,43250597,,
19/01/2023,4748,24255785,,43248403,,
20/01/2023,4303,24258339,,43246294,,
21/01/2023,4134,24260533,,43244269,,
22/01/2023,3891,24262642,,43242403,,
23/01/2023,3384,24264667,,43240885,,
24/01/2023,3420,24266533,,43238983,,
25/01/2023,4548,24268051,,43236337,,
26/01/2023,5403,24269953,,43233580,,
27/01/2023,5378,24272599,,43230959,,
28/01/2023,5130,24275356,,43228450,,
29/01/2023,4953,24277977,,43226006,,
30/01/2023,4393,24280486,,43224057,,
31/01/2023,4401,24282930,,43221605,,
01/02/2023,6004,24284879,,43218053,,
02/02/2023,7091,24287331,,43214514,,
03/02/2023,6996,24290883,,43211057,,
04/02/2023,6670,24294422,,43207844,,
05/02/2023,6167,24297879,,43204890,,
06/02/2023,5344,24301092,,43202500,,
07/02/2023,5193,24304046,,43199697,,
08/02/2023,6770,24306436,,43195730,,
09/02/2023,7660,24309239,,43192037,,
10/02/2023,7320,24313206,,43188410,,
11/02/2023,6946,24316899,,43185091,,
12/02/2023,6574,24320526,,43181836,,
13/02/2023,5809,24323845,,43179282,,
14/02/2023,5723,24327100,,43176113,,
15/02/2023,8024,24329654,,43171258,,
16/02/2023,9508,24332823,,43166605,,
17/02/2023,8880,24337678,,43162378,,
18/02/2023,8488,24342331,,43158117,,
19/02/2023,8290,24346558,,43154088,,
20/02/2023,7147,24350819,,43150970,,
21/02/2023,6792,24354848,,43147296,,
22/02/2023,8534,24357966,,43142436,,
23/02/2023,9499,24361640,,43137797,,
24/02/2023,8781,24366500,,43133655,,
25/02/2023,7863,24371139,,43129934,,
26/02/2023,7057,24375281,,43126598,,
27/02/2023,6017,24379002,,43123917,,
28/02/2023,5778,24382338,,43120820,,
01/03/2023,7449,24385019,,43116468,,
02/03/2023,8504,24388116,,43112316,,
03/03/2023,8138,24392468,,43108330,,
04/03/2023,7549,24396620,,43104767,,
05/03/2023,6906,24400606,,43101424,,
06/03/2023,5842,24404169,,43098925,,
07/03/2023,5569,24407512,,43095855,,
08/03/2023,7296,24410011,,43091629,,
09/03/2023,7949,24413081,,43087906,,
10/03/2023,6089,24417307,,43085540,,
11/03/2023,2366,24421030,,43085540,,
12/03/2023,0,24423396,,43085540,,
13/03/2023,0,24423396,,43085540,,
14/03/2023,0,24423396,,43085540,,
15/03/2023,0,24423396,,43085540,,
16/03/2023,0,24423396,,43085540,,
